file,human_text,vosk_text,sova_text,vosk_wer,vosk_mer,vosk_wil,sova_wer,sova_mer,sova_wil,path,google_text,google_wer,google_mer,google_wil,yandex_text,yandex_wer,yandex_mer,yandex_wil
lo1615966037.2256002-out.wav,але да да ну надо ремонтировать там и это ну там комфорка плохо работает и надо еще метель смотреть да да да да ясно тогда ладно лучше я договорюсь хозяйку потому что угу хорошо ага спасибо,королев далее ну надо ремонтировать там я там комфорт и плохо работаете надо ещё вылить весьма блядь да да да да ясно тогда вам лучше я поговорю с хозяйкой что хорошо,алло да но надо ремонтировать там кретину там комфорт плохо работаете надо ещё уметь весьма ответить да да да да ясно тогда случая поговорить хозяйку что хорошо посе,0.5833333333333334,0.5833333333333334,0.7983870967741935,0.5833333333333334,0.5833333333333334,0.7767857142857143,data,алло надо ну надо ремонтировать там ответил ну там комфорт плохо работает и надо ещё внутри смотреть да-да-да ясно тогда вас лучше я поговорю с хозяйку потому что хорошо,0.5,0.4864864864864865,0.6542145593869733,алло да да ну надо ремонтировать там е ну там комфорт плохо работает и надо еще внутри смотреть ну да да да да ясно тогда лучше я поговорить хозяйку потому что угу хорошо ага спасибо ,0.2222222222222222,0.21621621621621623,0.33253968253968247
lo1615967475.2257111-out.wav,алло да ну вроде бы жена постирала вроде бы жалоб небыло вроде бы отжала хорошо да спасибо,и и о а а вы вроде тоже она подбирала вроде бы не было вроде поджала хорошо,алло так вроде тоже она подбирала вроде бежал не было бокала хорошо,0.8823529411764706,0.8333333333333334,0.9688581314878892,0.7647058823529411,0.7647058823529411,0.9215686274509804,data,алло вроде кожина постирала вроде бы не было хорошо,0.6470588235294118,0.6470588235294118,0.7647058823529411,алло да ну вроде бы жена постирала вроде бы не было вроде баала хорошо да спасибо ,0.23529411764705882,0.23529411764705882,0.3786764705882353
lo1615965189.2255215-out.wav,слушаю вас ага вы знаете что я вчера вечером в одинадцать часов включила стиральную машину она бош натуральная немецкой сборки очень старая мах четыре ну и работала так быстро быстро быстро в одинадцать вечера и вот он вдруг погасло все выключилось и не включается света нету стиральная машина ну спасибо большое досвидания,и и сельма а ага твоя моча раме впадина телом стиральную машину бош натуральности немецкой сборки очень старая барка четыре но и работал так быстро чтобы автора патель вечера и вот вдруг погасло выключилось и не включается свет и нет та реальная машина ну спасибо большое это сюда,у вас так ага знаете что я сейчас вечер в одиннадцать часов включил спирали машину она бош натуральная идея немецкой сборки очень старая бак четыре одно и работал так быстро что быстро в одиннадцать вечера и вот от друг бога все выключилось и отличается свет нетона машина спасибо большое сюда,0.5961538461538461,0.5636363636363636,0.7692307692307692,0.4615384615384616,0.4528301886792453,0.6765384615384615,data,слушаю вас ха-ха-ха вы знаете что я вчера вечером в 11:00 включил стиральную машину она борщ натуральный немецкой сборки старая баха 40 и работал так быстро быстро быстро в 11:00 вечера и вот он вдруг погасла всё выключилась и не включается стиральная машина ну спасибо большое,0.3461538461538461,0.3461538461538461,0.5167224080267558,слушаю вас ага вы знаете что я вчера вечером по 11 часов включил а стирали машину она бош натуральный немецкий сборки очень старая бах 4 но и работал так быстро быстро быстро в 11 вечера вот то вдруг погасли все выключилось не включается света нету тральная машина ну спасибо большое до свидания ,0.36538461538461536,0.35185185185185186,0.5469674556213018
lo1615967560.2257152-out.wav,да але а вы извините он у нас начал показывать спасибо большое за это за заботу что то там отдохнул маленько и показывать стал алё ага досвидания,доходах а вы извините у нас начал показывать спасибо большое за это забота что-то там отдохну маленько и прокатывает але он съедает,да да вы видел у нас начал показывать спасибо большое за эту заботу что-то там отдохнул маленькой покажи алло пожалуй до свидания,0.4814814814814815,0.4814814814814815,0.6700336700336701,0.5555555555555556,0.5555555555555556,0.7575757575757576,data,дорога а вы извините у нас начал показывать спасибо большое за это за заботу что-то там отдохнул маленькое показывать это алло ага он до свидания,0.4444444444444444,0.4137931034482759,0.5718518518518518,да алло а вы извините у нас начал показывать спасибо большое за это за заботу что то там отдохну маленько показывает алло ага до свидания ,0.3333333333333333,0.3333333333333333,0.52
1615968462.2257561-in.wav,алло здравствуйте это я сейчас не к вам звонил случайно алло аздрастье меня зовут иван мастер по стиральным машинам скажите пожалуйста если подъеду где то с часу до четырех дома будете хорошо тогда предварительно через пять минут вам наберем постараться можно будет но обычно с десяти до двенадцати в таком промежутке все давайте я да заранее позвоню да все давайте на пятницу тогда давайте,алло здравствуйте это я вам сейчас них вам звонил журналу а везут ломать все жить скажите пожалуйста если падёшь где ты сейчас суду четырёх дом будете хорошо стада зависит лучших школы выделил как постараться нужно угодно обычно десяти до двенадцати таком промежутке задавайте до города заранее звонит знаю все давать многолетним стажем,алло да я сейчас позвоню же налоговом скажите пожалуйста если пойдёт то с часу до четырёх дом будет хорошо тогда творится корела постараться можно угодно обычно с десяти до двенадцати таком промежутке давайте я звоню да все давайте на как стадо,0.671875,0.671875,0.8674879807692307,0.578125,0.578125,0.7221798780487805,low2,олдос если я сейчас вам звонил кушала а как тебя зовут скажи пожалуйста если подъеду сейчас до 4:00 дома будете хорошо благотворительный что пятницкого сделал постараться можно будет но обычно 10 до 12 в таком промежутке всё давайте я да-да всё давайте на пятницу тогда давай,0.578125,0.578125,0.7523777173913043,алло здравствуйте нет вам сейчас не к вам звонил слушаю алло здравствуйте меня зовут мастер по машине скажите пожалуйста если подъем где то с часу до 4 дом будете хорошо тогда даритель еще в пятницу наберем постараться можно будет на обычно 10 до 12 таком привезут все давайте я да заранее позвоню да все давайте на пятницу тогда а ,0.34375,0.34375,0.5328389830508475
1615968751.2257736-in.wav,алло здравсвуйте алло да здрасьте это роман по ремонту стиральных машин мастер вы дома ну еду к вам тогда там когда будете ну все тогда я я понял ну я на автозаводе тоже выезжаю ну все тогда я еду к вам ага все до свидания,алло здравствуйте алло здрасьте это роман по ремонту стиральных машин мастер вы тропа ну еду к вам тогда да там когда будете мы все тогда я понял ну я на автозаводе тоже выезжаю ну все тогда я еду к вам она вся до свидания,здравствуйте алло здравствуйте роман по ремонт федеральных машин мастертон еду к вам тогда там когда будете всё тогда я понял ну я на то заводим тоже выезжаю ну все тогда я дукатов до свидания,0.17777777777777778,0.17391304347826084,0.2707070707070707,0.4666666666666667,0.4565217391304348,0.5915032679738561,low2,алло здравствуйте алло здравствуйте это роман по ремонт стиральных машин мастер вы дома ну еду к вам тогда там когда будете ну всё тогда я понял ну я на автозаводе тоже выезжаю ну всё тогда я еду к вам она всё до свидания,0.2,0.2,0.3302325581395348,алло здравствуйте алло да здравствуйте это роман по ремонту стиральных машин настя вы дома ну еду вам тогда а там когда будете ну все тогда я я понял ну на автозаводе тоже выезжаю ну все тогда я еду к вам ага все до свидания ,0.13333333333333333,0.13043478260869565,0.19191919191919204
1615974690.2261028-out.wav,отк ксения здравствуйте чеботовская семнадцать минутку але через час ну да все конечно нормально ждем вас ага угу до свидания,вот так как те не о чем чёботы семнадцати минутку о о угу лю или сейчас да конечно но не можешь,вот как тень здравствуйте чтобы пускай семнадцать минутку алло сейчас у нас конечно мани машина,1.05,1.0,1.0,0.9,0.8181818181818182,0.9466666666666668,low2,фото ксения 20 м чоботовская 17 минутку через час конечно нормально дома,0.75,0.75,0.8958333333333334,ксения здравствуйте чоботовская 17 минутку алло через час ну да все конечно нормально ага до свидания ,0.35,0.35,0.47187499999999993
1615979494.2263673-in.wav,але алло здравствуйте еще раз это мастер да я еще не закончил тут примерно помоему закончу примерно закончу около шести так семи может приеду к вам если успею да успею я щас могу и не успеть ну вот я стараюсь там может побыстрей ну ладно я вас буду ждать хорошо я позвоню еще ага хорошо хорошо ладно,ало здравствуйте ещё раз это вас сэр да я ещё не закончил тут примерно по моему закончу примерно закончили около шести так сильвия может приеду к вам если успеет да я сейчас морони устинович она вот я стараюсь быстрее хорошо диапазоне ещё,алло алло здравствуйте ещё раз этом масада я ещё не закончил тут примерно по-моему закончу примерно закончив около частей такие можете к вам если да что я сейчас мало не успеете ну вот я стараюсь на побыстрее вас не ждать хорошо я позвоню ещё но,0.5964912280701754,0.576271186440678,0.7389306599832917,0.543859649122807,0.543859649122807,0.7364522417153996,low2,алло алло здравствуйте ещё раз это мастер да я ещё не закончил тут примерно по-моему закончу примерно закончил около 6:00 тактиви может приеду к вам если успею да если успею маррони успетьсвета ну вот я стараюсь побыстрее ну ладно буду ждать хорошо я позвоню ещё ага ладно,0.4035087719298245,0.4035087719298245,0.5684957073534901,алло алло здравствуйте еще раз это мастер да я еще не закончил тут примерно по моему закончил примерно закончил около 6 такси может приеду к вам если да я сейчас моро не устоит ну вот я стараюсь побыстрее ну ладно я вас буду ждать хорошо я позвоню еще ага ладно ,0.3333333333333333,0.3275862068965517,0.46631578947368413
1615981935.2265552-out.wav,да слушаю ага так да да да двадцать восьмая квартира этот четвертый этаж да там один всего подъезд вы из лифта выходите и налево поворачиваете из лифта вниз по лестнице налево да двадцать восемь просто набрать и все хорошо спасибо до свидания,я слушаю от да да да да отсоси моей квартире этот четвёртый этаж да автомобиль все свои жили кто выходите и налево поворачивайте излишки вниз по лестнице налево да двадцать восемь просто набрать ещё хорошо себя,да слушаю да дада двадцать восьмой квартире пять четвёртый этаж автомобиль все подъезды выходите и налево поворачиваете ничто вниз по личное налево да двадцать восемь просто набрать все хорошо спасибо до свидания,0.5238095238095238,0.5238095238095238,0.7354497354497355,0.4761904761904762,0.4761904761904762,0.6398809523809523,low2,я слушаю да-да да 28 квартира 5 четвёртый этаж да там один пришёл подъезд вывезли 100 выходите и налево поворачивайте из муфта вниз по лестнице налево да просто набрать и всё хорошо спасибо,0.4761904761904762,0.4761904761904762,0.6507936507936508,да слушаю ага да да да 28 квартира 4 этаж да там 1 псо подъезд вы жених то выходите и налево поворачивайте из них то вниз по лестнице налево да 28 просто набрать и все хорошо спасибо да ,0.38095238095238093,0.37209302325581395,0.5432330827067668
1615982614.2265863-out.wav,але да да это двадцать второго было да это начинать да да пять пятницу буду я девятнадцатого да да да да да послезавтра да да знаю до встречи,и раз да это тот второго баллона этому на ночь начали опять пятница уме девятнадцатого да да да послезавтра да да знаю,алло это двадцать второго глаза это значит начинал опять пятница девятнадцатого да да да да да послезавтра да да знаю,0.6071428571428571,0.6071428571428571,0.8035714285714286,0.5,0.5,0.65,low2,оля это 22 была она это началось опять пятница будем 19 надо надо на послезавтра надо знаю,0.8571428571428571,0.8571428571428571,0.9663865546218487,алло да да это 22 была она это начинать да да пятница будет 19 да да да да да послезавтра да да знаю ,0.42857142857142855,0.42857142857142855,0.6024844720496895
